age,transaction_amount,account_balance,num_transactions_today,is_foreign_transaction,transaction_hour,prev_fraud_flag,merchant_distance_km,merchant_risk_score,is_fraud
62,9495.57,21742.76,11,no,4,no,4473.8,5.5,no
19,8304.16,45726.89,29,no,9,no,2270.5,10.0,yes
67,12680.63,28278.83,45,no,8,no,221.6,8.3,no
45,10020.6,45323.73,14,no,23,no,824.7,5.9,no
45,5474.85,13687.51,29,no,18,no,3558.4,8.3,no
48,10602.36,44403.66,36,no,22,no,1747.5,2.8,no
44,7468.145,14189.07,22,no,7,no,4313.1,3.0,yes
49,13053.63,2994.5,30,no,12,no,3799.1,7.8,yes
19,10911.72,3986.72,36,no,12,no,333.2,5.3,no
30,5064.59,26855.48,14,no,6,no,3021.8,6.4,no
72,12541.58,36245.99,1,no,19,no,4619.4,5.7,no
51,9755.36,37034.58,15,no,23,no,4086.7,7.1,yes
37,13456.79,30500.31,11,no,23,no,2882.2,9.1,yes
42,2617.5,14931.01,15,no,17,no,902.8,8.4,no
56,6320.7,25353.97,29,no,7,no,1667.2,7.9,no
36,4437.19,19983.93,25,no,15,no,177.5,3.2,no
40,192.33,7511.22,21,yes,9,no,4348.7,9.3,yes
44,4025.03,33581.14,9,no,4,no,2619.4,1.4,no
68,6732.05,13200.14,10,no,11,no,1518.8,1.5,no
22,12253.35,34307.75,24,no,13,no,2500.6287832408643,4.9,no
73,1596.92,16888.29,34,no,19,no,3350.0,3.7,no
51,6407.16,39093.42,26,no,6,no,39.3,5.50938715643135,no
43,4312.45,1613.78,32,no,18,no,2693.4,5.6,yes
67,4590.1,44596.82,44,no,22,no,3047.8,3.5,yes
67,14475.21,49888.28,28,no,22,no,3865.0,2.9,yes
44,3049.47,25056.065000000002,2,no,2,no,4611.9,1.0,no
34,7263.03,7116.47,12,no,0,no,4911.3,4.4,no
30,12389.18,16014.03,26,no,17,no,1538.9,3.9,yes
68,8550.18,20707.5,42,yes,12,no,3699.2,8.2,yes
73,6124.3,11597.52,45,no,2,yes,2481.2,3.0,no
43,11554.42,23802.47,45,no,11,yes,878.7,7.8,yes
37,11449.12,176.57,46,no,13,no,3332.5,8.5,yes
36,4910.8,14002.1,29,no,18,no,1244.3,5.6,no
26,2187.75,30234.27,42,no,23,no,3622.3,6.0,no
54,10865.97,5811.89,12,no,7,no,1188.3,1.1,no
26,4881.78,8100.59,21,no,16,no,3007.9,9.8,no
20,8026.0,9763.51,6,no,0,no,415.6,9.1,no
27,6410.54,34700.72,9,no,11,yes,3434.7,3.5,no
45,1675.48,1796.72,36,no,14,no,1920.2,1.9,no
39,5640.73,41895.42,4,no,8,no,4025.0,5.5,yes
68,6383.33,10624.44,46,no,7,no,83.5,5.2,no
63,6891.1,46145.52,2,no,8,no,2743.2,5.50938715643135,no
61,9767.43,31152.47,46,no,12,no,2440.7,1.5,yes
21,13824.11,42269.72,26,no,10,no,36.0,7.1,yes
25,4963.86,30018.7,22,no,10,no,2570.4,4.7,no
18,10893.4,820.94,18,no,20,no,2587.0,7.7,yes
42,10296.06,6279.51,19,no,0,no,1235.4,2.4,no
50,6897.54,30572.93,37,no,18,no,3654.8,4.1,no
57,9520.4,25056.065000000002,6,no,20,no,888.3,4.9,no
28,1142.67,4143.78,42,no,21,yes,2324.3,6.0,yes
70,4211.56,48084.54,27,no,0,yes,3817.2,8.5,yes
34,10377.2,34205.7,15,no,4,no,1568.1,4.3,no
61,36.86,1789.15,16,no,13,yes,3968.3,8.7,yes
46,8695.61,14307.2,47,no,3,no,607.8,2.0,no
55,9174.19,37673.44,27,no,7,no,443.7,9.8,no
71,9965.72,19503.88,37,no,18,no,4606.1,3.1,no
69,4536.17,8459.77,38,no,3,no,3121.9,5.50938715643135,no
64,2609.2,48456.0,7,no,19,no,4130.2,7.0,yes
40,14466.33,3977.55,13,no,9,no,4930.6,4.4,yes
73,4941.29,40216.82,19,yes,0,no,4215.9,6.4,yes
37,10888.7,8113.25,24,no,12,no,893.2,6.2,no
57,14969.38,10450.25,24,no,14,no,2080.1,4.7,yes
25,11601.13,40136.31,32,no,7,no,2146.9,3.7,no
72,11357.71,13299.88,27,no,7,no,615.4,1.2,no
66,3965.01,47200.52,32,no,14,no,1986.2,5.50938715643135,no
24,7468.145,30025.42,25,no,19,no,1462.3,9.2,yes
40,14734.43,23880.44,22,no,4,no,3864.8,7.3,no
34,12763.66,30803.13,37,no,18,no,3252.9,2.4,yes
33,11081.47,26592.08,11,no,16,no,1897.4,6.6,yes
46,5460.59,40346.54,12,no,7,no,3932.7,6.5,no
48,7375.46,39716.82,28,no,16,no,548.5,2.5,no
23,11603.06,16024.8,43,no,13,no,3258.7,6.9,no
28,6010.36,37492.63,26,no,5,no,3038.2,7.6,yes
67,7234.6,5926.22,23,no,8,no,3679.2,4.7,yes
73,14664.65,3731.27,46,no,21,no,2013.2,7.0,yes
44,3685.66,42393.03,29,yes,15,no,2610.3,6.9,yes
30,13592.49,37762.11,31,yes,6,no,3588.4,1.1,yes
46,14200.96,42957.36,21,no,13,no,2951.5,1.7,no
35,2453.4,11462.65,33,no,6,no,123.6,2.2,no
49,995.3,10236.73,11,no,13,no,434.5,9.7,yes
57,8608.06,1917.2,48,no,4,no,2.1,6.7,no
58,13316.93,15513.33,43,yes,9,no,3239.0,6.4,yes
63,11123.96,42513.15,15,no,3,no,235.0,2.4,no
27,10811.85,26773.52,40,no,12,no,1152.0,2.8,no
26,8750.3,22795.32,37,no,4,no,4710.8,1.1,yes
66,483.53,4475.65,25,no,3,no,10.9,2.5,no
37,14881.46,41608.87,39,no,20,no,4849.5,5.4,yes
46,11529.63,5328.15,40,no,3,no,4076.5,6.7,yes
46,250.62,39842.26,14,no,20,no,2641.9,8.4,yes
33,11463.38,8843.45,5,no,4,no,37.4,6.1,no
39,14512.0,20404.98,32,no,1,yes,4659.5,5.2,yes
46,5900.09,33963.55,3,no,3,no,4241.2,8.7,no
62,4700.4,16246.12,8,no,12,no,1773.9,2.0,no
48,8016.8,40904.52,8,no,10,no,2700.3,1.2,yes
26,7770.89,44131.56,1,no,22,no,441.8,6.1,no
73,7468.145,4064.86,38,yes,7,no,4120.3,8.2,yes
27,278.41,20003.99,9,no,3,no,223.8,5.1,no
30,13388.02,28643.39,44,no,15,no,1616.3,2.1,no
64,710.98,39591.1,36,no,12,no,1472.0,1.3,no
35,3758.06,8433.44,47,no,11,no,4843.8,7.4,yes
23,9876.2,22650.84,25,no,6,no,1286.2,3.5,no
70,4759.62,7318.42,18,yes,13,no,1462.6,1.2,no
28,4842.07,25056.065000000002,49,yes,2,no,3153.8,5.50938715643135,yes
51,13907.19,15102.78,42,no,18,no,2499.7,4.7,no
27,6527.75,21087.41,24,no,14,no,1034.7,3.6,no
67,11192.33,12648.77,39,no,9,no,4978.5,4.0,no
28,11302.59,7601.0,11,no,7,no,2088.9,3.2,no
53,3936.18,48905.92,49,no,1,no,4842.1,7.4,yes
32,7145.74,21622.54,46,no,20,no,4892.9,8.1,yes
49,1014.8,8599.58,45,no,2,no,1634.1,6.5,yes
38,5816.34,38372.97,34,no,14,no,1954.2,2.6,no
58,7885.94,33526.55,43,yes,13,no,1005.4,5.50938715643135,no
60,1001.59,45447.53,32,no,0,no,1549.2,8.1,no
36,10540.22,23698.34,25,no,10,no,4052.9,7.1,yes
39,4681.09,43126.25,9,no,22,no,1571.9,3.3,no
74,6026.36,3298.5,33,yes,23,no,2500.6287832408643,9.1,no
41,576.43,19801.8,20,no,3,no,2513.2,5.0,no
18,10614.04,4370.55,23,no,12,no,4132.5,2.2,no
72,2342.07,3818.87,9,no,19,no,1514.2,4.2,no
46,10521.32,18539.83,18,no,22,no,567.1,4.4,no
48,10733.64,23434.62,34,yes,14,no,2387.6,9.5,yes
64,14263.8,29034.76,26,no,8,no,2113.3,7.2,yes
59,7383.14,48021.39,11,no,16,no,1877.0,5.1,no
71,9044.13,25056.065000000002,10,no,21,no,1409.1,2.9,yes
69,12746.51,45780.98,37,no,19,no,2500.6287832408643,7.3,no
57,9913.42,27066.65,4,yes,9,no,1679.6,1.8,yes
50,11719.7,25998.74,31,no,1,no,776.7,5.7,no
65,7901.78,19383.31,30,no,16,no,2715.5,1.2,no
48,1058.33,37261.54,13,no,12,no,3401.9,2.4,no
32,14211.4,5325.01,46,no,9,no,3907.0,4.3,yes
23,12902.02,20954.16,22,no,3,no,1943.0,2.5,no
62,11869.11,32529.44,29,no,10,no,1465.9,3.4,yes
65,8116.52,36865.45,37,no,11,no,4336.4,4.7,yes
61,7550.16,23086.67,46,no,1,no,4669.8,5.9,yes
39,14537.12,4013.14,29,no,22,no,2721.7,7.2,yes
57,5057.42,24500.75,41,no,1,no,1117.4,8.1,yes
40,13726.01,4291.64,26,no,19,no,302.6,5.2,no
51,8800.75,34474.97,33,no,5,no,2572.1,6.3,no
23,7124.49,24760.94,37,no,10,no,839.8,6.0,no
61,6488.7,41287.2,43,no,15,no,808.6,4.5,no
63,10785.05,39557.64,47,no,19,no,1925.9,1.2,no
58,14474.36,33819.97,19,yes,13,no,3864.0,1.6,no
38,7468.145,1779.34,39,no,14,no,343.3,2.0,no
26,7769.91,47195.25,30,no,18,no,1667.4,4.0,no
44,12786.82,29130.18,28,no,2,no,43.7,9.1,no
43,10608.67,1271.65,23,no,21,no,3814.4,8.1,yes
66,14424.07,18785.75,40,no,20,no,4904.0,7.9,yes
73,1707.67,16556.85,38,no,20,yes,1091.7,3.5,no
63,8037.88,3707.13,40,yes,15,no,1754.7,8.8,yes
24,855.63,24873.68,19,no,11,no,4444.0,9.6,yes
30,2914.68,9985.84,18,no,18,no,4999.2,3.1,yes
35,12569.38,22617.43,13,no,22,no,2846.4,4.2,no
34,4695.07,27175.67,47,no,18,no,2690.5,6.5,yes
72,5623.85,37648.43,10,no,14,no,1476.0,3.0,no
46,7856.93,48926.97,38,no,1,no,1935.3,1.9,no
40,14320.21,27606.78,10,no,2,no,2560.9,9.6,yes
31,5446.69,6249.81,11,yes,19,no,2341.1,5.1,yes
33,6321.28,23338.11,34,no,5,no,3.0,7.5,no
74,12207.94,25403.67,30,no,5,no,3377.6,4.4,no
25,3170.61,32376.73,8,no,20,no,973.6,5.6,no
37,4442.18,26294.9,43,no,12,no,4401.4,3.1,yes
31,11231.09,20812.89,15,no,1,no,2483.4,8.0,no
46,1279.09,30369.49,33,no,12,no,2760.4,3.7,no
25,367.14,1496.1,46,no,3,no,3102.3,4.0,no
42,11697.64,47366.24,8,no,6,no,367.8,6.9,no
59,2846.95,22202.34,32,no,20,no,1673.8,5.6,yes
31,6441.42,19424.84,36,yes,11,no,2088.4,4.8,yes
27,4883.99,4900.01,40,no,0,no,4787.3,4.3,no
62,9695.94,32349.75,15,yes,15,no,2516.4,6.0,yes
36,528.73,47115.03,28,no,12,no,3649.9,5.8,no
39,6793.41,17726.14,8,no,17,no,1965.2,9.8,yes
52,14056.31,41759.62,33,no,20,no,4116.0,7.8,yes
39,1342.98,31226.08,37,yes,21,no,3362.5,3.3,yes
23,1912.67,25056.065000000002,19,no,23,no,1195.5,2.5,no
42,9462.55,19213.4,44,no,19,no,15.2,4.3,yes
21,2182.99,13737.36,44,no,2,no,3965.1,8.8,no
69,12917.65,44363.18,34,no,12,no,111.5,9.4,no
52,9613.72,35162.83,23,no,4,no,250.4,7.5,no
63,7087.78,17320.79,45,yes,15,no,2712.8,8.1,yes
45,14580.07,45424.87,27,no,13,no,4849.0,5.8,yes
69,3565.01,9597.31,42,yes,15,no,2203.9,8.2,yes
58,2024.35,4926.67,31,no,9,no,2855.0,6.3,no
56,3234.37,34234.46,24,no,3,no,654.5,6.6,no
61,8704.87,13516.42,29,no,12,no,570.9,8.9,no
68,10304.82,17491.36,24,no,18,no,547.1,6.5,yes
23,4866.74,48084.16,15,no,0,no,373.4,7.8,yes
74,4619.3,18132.78,1,no,21,no,4192.1,4.5,yes
41,11177.46,1107.58,11,no,7,no,176.8,9.3,no
55,7334.17,45173.72,1,no,21,no,1658.6,2.4,no
32,2991.85,25056.065000000002,12,yes,3,no,4780.2,5.0,yes
54,8702.86,11515.46,27,yes,0,no,1964.2,8.9,yes
44,12003.39,35570.91,30,no,19,no,2984.7,8.7,no
18,4017.72,10033.69,48,yes,21,no,158.2,6.6,yes
71,3737.9,42904.79,15,no,10,no,958.7,8.1,no
52,7002.72,38886.15,13,no,4,no,2356.2,3.9,no
47,7468.145,14899.24,8,no,17,no,3041.9,8.3,yes
37,14144.95,24754.17,18,no,19,no,584.3,3.9,no
46,12938.44,20783.33,49,yes,23,no,2500.6287832408643,8.1,yes
67,13235.03,28717.35,7,no,11,no,3095.6,5.50938715643135,yes
67,10730.23,28671.07,7,no,20,no,1727.9,4.1,no
60,13653.83,3598.63,16,no,23,no,251.3,2.2,yes
69,7442.01,17701.74,23,no,12,yes,3618.7,5.2,yes
33,6815.1,630.09,47,no,16,no,708.2,3.8,no
65,3765.41,7039.11,20,no,12,no,3685.2,3.1,no
28,7468.145,30649.81,38,no,10,no,2136.6,1.2,no
43,388.46,22586.19,16,no,5,no,3952.7,10.0,no
31,6665.66,6644.86,16,no,20,no,4872.2,8.9,yes
41,8992.04,46591.63,10,yes,9,no,2293.3,3.0,no
32,6271.68,40581.71,28,no,23,no,4848.8,5.3,yes
71,11662.65,36644.72,7,no,9,no,1708.1,1.8,no
54,4148.17,21904.43,23,no,21,no,2511.2,7.1,yes
69,11821.95,11311.68,43,no,8,no,2448.9,3.6,no
71,13632.74,9679.52,26,no,3,no,1070.9,9.0,no
59,10256.92,40118.57,4,no,23,no,3930.8,6.6,yes
19,9891.48,3811.25,35,no,5,no,1386.3,5.0,no
62,8285.61,36167.59,17,no,8,no,2456.0,7.1,yes
59,6526.18,44808.82,10,no,8,no,3225.4,8.2,yes
62,11801.79,6710.37,26,no,2,no,1022.5,9.5,yes
59,6999.1,46904.72,5,no,0,yes,4488.4,3.3,yes
58,8168.34,22002.13,9,no,3,no,3774.9,9.0,no
43,7605.41,3646.13,6,no,10,no,4712.0,5.3,yes
18,9973.72,23481.48,14,no,8,no,4364.4,4.9,yes
47,9362.94,42690.58,13,no,8,no,2905.9,7.7,yes
42,11314.42,29136.1,14,no,2,no,1483.9,5.6,no
34,14089.25,10396.14,19,no,13,no,135.1,8.1,no
56,12436.21,27179.25,29,no,15,yes,868.4,6.7,yes
73,68.1,39156.84,18,no,20,no,4562.0,6.0,yes
25,1235.8,41852.73,7,no,8,no,1838.1,8.2,no
39,1557.79,17405.24,48,no,18,no,4895.8,6.9,yes
67,2251.35,37638.9,19,no,14,no,1459.1,8.5,no
59,10438.42,48091.17,1,no,11,no,2050.0,9.0,yes
20,9549.58,20367.53,26,yes,16,no,2326.7,8.8,yes
67,8761.76,29957.58,41,no,12,yes,1611.5,5.6,yes
30,666.37,40540.26,10,no,2,no,1510.0,8.0,yes
28,2979.94,18303.75,12,no,11,no,4272.7,1.8,no
46,3293.06,37447.42,9,no,18,no,376.6,3.6,no
62,5598.9,26209.55,14,no,22,yes,3954.2,9.1,yes
18,14241.34,2540.82,29,no,6,no,1948.9,4.6,yes
69,2016.51,8655.0,11,yes,13,no,3675.9,3.6,no
64,13202.93,5250.27,18,yes,7,no,4443.9,4.3,yes
48,11279.09,20610.95,39,no,13,no,3919.2,9.5,yes
35,13607.3,36928.76,20,no,11,no,2996.0,3.5,no
68,7468.145,28740.04,23,no,9,no,93.2,2.4,no
70,11208.09,44079.78,3,no,0,no,995.4,6.3,yes
20,10943.91,42260.17,30,no,7,no,1062.1,9.9,yes
67,5052.99,30502.98,13,no,19,yes,4364.2,1.1,yes
48,12730.1,33030.35,39,no,8,no,811.5,4.4,no
39,3219.62,3774.69,15,yes,4,no,4827.7,6.1,no
36,12159.47,11169.42,20,yes,12,no,1250.8,1.3,yes
25,6810.26,24005.21,4,no,2,no,4118.3,4.8,no
74,6719.63,49110.97,11,no,19,yes,2688.9,2.6,yes
59,942.32,11813.94,3,no,22,no,1902.9,9.9,no
46,5973.13,35859.49,37,no,21,no,1416.3,2.2,no
66,12266.29,48115.91,33,no,9,no,2500.6287832408643,1.3,no
28,8022.06,8723.01,13,no,12,no,4710.5,8.4,yes
43,13789.28,18245.44,34,no,23,no,4461.1,9.2,yes
44,1527.42,8290.0,25,yes,0,no,76.4,2.8,no
70,4400.65,41679.67,22,no,1,yes,1626.0,10.0,yes
30,13459.06,27407.2,13,no,19,no,3871.2,5.1,yes
52,7120.94,30197.32,28,no,20,no,2105.1,7.1,no
66,3678.58,1625.9,17,no,2,no,2773.9,6.3,no
19,14852.84,4831.2,27,no,19,no,2500.6287832408643,8.5,yes
39,1421.87,26549.23,1,no,19,no,4732.7,6.4,no
36,6409.46,31938.62,33,no,11,no,947.8,6.7,yes
25,7105.58,34115.33,29,no,1,no,2506.3,5.3,no
37,2655.17,48793.31,6,no,4,no,784.8,9.9,yes
35,7468.145,31561.2,20,no,15,no,3287.6,9.7,yes
59,9309.07,11803.66,28,no,12,no,2335.9,2.8,no
44,10053.43,25056.065000000002,37,no,9,no,2566.5,2.3,yes
26,4346.81,30286.35,7,no,11,no,4238.6,3.3,no
70,14520.41,3162.69,24,no,14,yes,4202.6,2.1,yes
52,8950.48,23605.02,37,no,3,no,4442.2,6.7,yes
36,12740.15,43340.51,45,no,3,no,1792.8,3.1,yes
37,10007.08,43371.08,43,no,16,no,4722.4,6.9,yes
69,6155.4,28642.07,31,no,23,no,1947.7,6.1,yes
71,298.23,7172.08,6,no,23,no,1067.9,5.2,no
20,7203.83,24294.39,39,no,16,no,3267.8,8.6,yes
55,13853.67,40084.82,24,no,23,no,4489.0,9.9,yes
63,67.6,49593.7,42,yes,18,no,3075.9,4.7,no
25,8344.72,49057.66,36,no,14,no,72.0,10.0,yes
34,9180.82,24179.39,36,no,8,no,4135.6,5.6,yes
61,10271.44,8689.43,11,yes,0,no,4770.9,2.9,yes
49,10159.29,31129.72,12,no,6,no,861.8,1.9,no
25,5522.79,13875.1,20,no,6,no,2804.4,3.7,no
54,10233.75,27116.62,32,no,2,no,1518.3,3.1,no
57,5675.59,33422.51,20,no,7,no,3275.3,9.5,yes
70,1857.64,8755.34,28,no,2,no,2797.3,2.7,no
52,1084.74,9456.85,41,no,8,no,4438.0,8.1,no
60,3471.6,47670.74,4,yes,21,no,447.9,4.0,yes
29,14806.7,804.61,24,no,18,no,2095.2,5.1,no
68,11021.8,20935.93,20,no,4,no,954.6,9.9,yes
49,10218.57,39512.38,32,no,12,no,3566.6,9.4,yes
54,3505.86,14751.84,22,no,10,no,3963.3,5.0,yes
73,14486.31,42583.58,31,no,19,no,4657.6,4.1,yes
21,12084.58,1349.72,48,no,16,no,1993.0,5.7,no
45,6815.49,25400.87,41,no,4,no,4199.5,5.0,yes
67,7363.84,16180.92,21,no,23,no,1338.0,6.6,yes
27,7337.08,46281.36,1,no,15,no,1316.2,1.3,no
43,13815.5,2775.25,34,no,10,no,4397.0,4.6,yes
42,10656.68,4945.81,49,no,14,no,4303.8,2.5,no
52,10784.41,11669.83,33,no,6,no,1396.8,9.5,yes
31,5242.91,33158.02,37,no,13,no,2592.6,9.4,yes
24,10826.72,44154.22,37,no,4,no,4037.4,3.9,yes
28,8540.0,26897.69,15,no,21,yes,677.0,7.7,yes
34,7978.04,22707.96,36,yes,3,no,13.7,3.1,no
47,10181.09,24695.48,15,no,17,no,841.2,6.2,no
34,1152.0,17790.76,15,no,1,no,1758.2,6.4,no
53,8942.08,38482.0,40,no,8,no,2843.8,4.3,yes
61,200.36,7555.77,29,no,23,no,965.6,2.9,no
64,11418.07,13574.96,4,no,8,no,3429.8,4.1,no
26,6328.27,23314.43,18,yes,10,no,570.8,1.4,no
45,6092.72,27012.09,4,no,7,no,570.2,2.6,no
60,8140.71,31835.51,26,no,21,no,4253.9,3.9,yes
74,4198.21,32481.36,1,no,3,no,1524.2,2.9,no
22,12244.83,874.67,26,no,5,no,1010.6,1.0,yes
64,1862.39,15681.79,19,no,23,no,3962.5,5.1,no
46,4399.36,21124.21,4,no,21,no,3897.3,2.5,yes
48,6554.07,8161.83,6,no,12,no,1245.1,8.8,no
46,9823.55,9693.92,23,no,2,no,2806.6,7.8,yes
66,41.04,34649.63,31,yes,2,no,3663.3,4.9,no
67,2857.65,44449.06,35,no,7,no,3980.7,7.4,yes
36,7094.46,710.06,5,no,0,no,3108.3,5.4,no
74,13391.6,14597.62,23,no,17,no,3902.8,5.7,no
30,9070.37,27884.22,25,no,13,no,3973.1,7.4,yes
45,1011.89,16725.25,19,no,11,no,2544.1,3.6,no
33,11287.04,11463.83,25,no,14,no,1067.9,5.50938715643135,yes
46,8001.7,24548.65,9,no,7,no,978.7,9.3,no
18,3428.89,23676.16,36,no,16,no,1022.0,2.3,no
45,7468.145,21999.38,37,no,18,no,3863.2,5.6,yes
34,11554.96,25916.82,14,no,4,no,3938.1,7.2,no
36,8632.88,35157.47,38,no,11,no,402.1,9.4,no
22,13374.0,43176.71,30,no,8,no,1029.0,3.6,no
63,7805.62,203.89,5,no,13,no,327.0,3.8,no
23,3943.04,22151.41,29,no,4,yes,102.6,5.1,no
49,5303.39,20409.37,23,no,16,no,3082.5,6.1,yes
44,5324.81,28088.3,23,yes,17,no,4176.4,7.2,no
52,11470.01,34629.29,18,no,11,no,2641.0,1.7,no
71,6520.1,6840.61,14,no,13,no,118.3,3.9,no
70,11338.81,43260.22,39,no,19,no,4641.5,5.1,yes
70,10992.94,29070.99,34,no,9,no,2039.4,3.1,no
50,10302.21,25486.78,23,no,7,no,351.0,4.3,no
45,7468.145,34907.86,12,no,5,no,797.1,5.2,no
52,4655.95,26075.22,15,no,22,no,4280.9,2.6,no
61,14930.28,39131.94,48,no,16,no,475.0,3.4,yes
51,10426.18,29720.56,10,no,0,no,1130.0,9.1,no
21,4194.66,12055.65,5,yes,8,yes,2694.8,5.4,yes
67,1651.38,33135.78,29,no,2,no,3665.0,7.0,no
58,13025.53,12320.2,7,no,8,no,3066.3,4.2,yes
30,9606.07,35857.36,31,yes,14,no,4368.3,4.0,yes
42,10472.99,22773.85,15,yes,22,no,4156.6,8.8,yes
23,7668.29,23023.5,8,no,18,no,3723.3,4.8,yes
40,3272.5,5699.77,22,yes,3,no,4488.5,5.2,yes
37,11362.69,39387.66,16,no,9,no,3007.8,3.4,no
27,14483.85,42819.74,18,no,13,no,3269.2,7.8,yes
43,13791.97,8364.87,23,no,0,no,2500.6287832408643,8.9,yes
54,5526.43,3810.28,16,no,5,no,1886.5,3.2,no
43,13422.31,29542.95,18,no,8,no,1085.2,5.1,no
57,14723.21,19426.95,38,no,8,no,2141.2,1.1,no
51,7778.06,31294.17,7,no,18,no,1939.4,5.5,yes
25,13812.5,25056.065000000002,20,no,5,no,3985.4,5.1,yes
33,5571.59,44560.49,14,no,18,no,1185.5,4.0,no
34,9609.63,15518.9,5,no,9,no,267.2,3.0,no
39,831.98,6555.55,14,yes,14,no,754.5,4.7,no
40,14176.06,30903.33,45,no,9,no,3907.6,5.8,yes
56,6145.52,33156.56,4,no,23,yes,960.8,3.5,yes
19,3224.51,36780.58,4,no,7,yes,3449.1,9.1,yes
33,6224.57,13812.94,36,no,9,no,3374.5,7.4,yes
20,7920.66,6698.51,43,no,14,no,309.6,6.5,yes
22,3734.15,44439.35,27,no,15,no,2607.7,4.3,no
22,1683.6,24493.85,30,yes,11,yes,3163.6,2.1,yes
66,12084.57,8795.53,34,no,5,no,2561.7,3.8,no
48,11413.63,23060.89,24,no,21,no,3681.4,8.4,yes
41,3850.82,18483.77,41,no,11,no,1706.6,9.9,no
46,8959.1,36924.08,7,no,22,no,1822.6,3.3,no
56,9060.35,603.6,49,no,16,no,4299.8,6.2,yes
46,13961.06,13624.08,45,no,23,no,2521.3,9.0,yes
66,3232.36,23758.23,9,no,10,no,1758.9,4.8,no
69,2806.76,42738.09,44,no,1,yes,2366.8,5.2,yes
49,7687.35,38440.67,12,no,5,no,1994.1,3.4,no
26,6319.99,22047.09,44,no,5,no,1290.7,9.6,no
50,12463.01,42664.38,35,yes,2,no,2067.2,8.0,yes
47,14154.29,22612.24,34,no,21,yes,1749.5,6.2,yes
20,13087.11,14235.03,23,no,11,no,3909.0,9.6,no
51,14444.6,30290.23,32,yes,22,no,4939.4,4.4,yes
27,1393.63,18676.46,35,no,10,no,2825.5,2.2,no
68,3695.9,7919.27,7,no,12,no,3393.3,9.2,no
41,10195.03,8726.14,28,no,8,no,1457.1,6.7,yes
33,5973.47,1089.29,46,no,4,no,1228.3,9.2,yes
24,241.73,1161.65,2,no,12,no,430.1,9.5,no
65,5389.91,26752.46,28,no,11,no,2214.5,6.9,no
28,754.17,45682.34,2,no,11,no,1310.7,6.9,no
21,11199.09,41166.0,14,yes,18,no,2885.1,2.9,yes
39,12946.78,8628.33,19,no,11,no,4037.6,9.7,yes
38,8031.34,13462.95,37,no,1,no,2127.7,7.0,yes
34,10035.09,12853.87,22,no,15,no,4379.1,2.9,yes
36,6598.98,34620.0,37,yes,4,no,3922.4,6.7,yes
62,12059.48,26313.45,30,no,14,no,3885.3,6.4,yes
43,14462.9,7560.65,13,no,22,no,1439.1,9.5,yes
54,3812.48,10358.95,7,no,4,no,1302.1,5.50938715643135,no
28,8651.95,40612.28,47,no,12,no,2042.7,7.3,yes
20,3550.62,31248.44,29,no,2,no,1317.9,8.0,yes
61,10402.31,29174.39,15,no,14,no,3229.9,8.7,yes
54,10225.12,8150.46,38,no,4,no,3324.9,4.3,no
54,10973.8,8608.41,25,no,15,no,2628.7,2.4,no
21,14692.19,5086.12,12,no,1,no,3144.4,6.9,yes
51,14004.44,26169.69,45,no,16,no,2706.8,3.5,yes
48,6004.63,9858.8,16,no,22,no,4764.8,9.5,yes
23,14536.37,18601.24,25,no,15,no,1752.4,3.8,yes
51,13576.45,13257.34,30,no,22,no,3338.0,5.50938715643135,no
64,9872.38,21342.89,39,no,21,no,1166.4,1.8,no
53,2669.23,33033.84,31,no,21,yes,309.6,2.4,no
44,8980.68,3149.84,45,no,22,no,1270.7,1.7,yes
58,10677.19,6321.16,22,no,6,no,3831.3,6.9,yes
73,13818.81,23967.11,25,yes,22,no,4003.5,8.3,yes
36,3405.04,464.46,33,no,23,no,2229.1,9.6,yes
46,10485.89,10795.07,36,no,2,no,1171.5,3.0,no
54,5325.39,31141.46,32,no,14,no,3283.0,2.0,no
66,14843.29,25056.065000000002,22,no,22,yes,3691.8,3.8,yes
49,7468.145,34850.57,2,yes,10,no,418.7,1.5,yes
33,13620.93,46731.92,20,no,15,no,3358.0,4.6,yes
21,14731.99,41248.58,1,no,16,yes,3730.0,2.2,yes
73,5940.52,7443.6,30,no,14,no,2762.8,7.0,yes
74,14842.48,28788.18,26,no,13,no,2829.6,1.8,no
19,2909.24,10501.31,42,no,8,no,2500.6287832408643,2.1,no
51,769.91,22329.55,22,no,4,no,2809.7,2.6,yes
50,3637.77,47936.98,26,no,17,no,1563.9,9.4,no
55,7764.54,17482.06,4,no,19,no,2833.6,5.6,yes
62,6374.79,2143.65,2,no,20,no,981.0,6.8,no
61,6337.56,12029.81,41,no,7,no,885.6,5.7,yes
48,10929.46,1179.85,24,no,12,no,4030.3,2.4,yes
37,12301.59,21024.39,13,no,2,yes,744.4,7.6,yes
18,4665.04,39384.65,21,no,13,yes,2878.8,8.7,yes
23,4206.55,15197.97,40,no,8,yes,4592.6,4.7,yes
39,3672.75,11309.57,20,no,17,no,3593.4,5.50938715643135,no
53,11990.4,6088.21,31,no,3,no,499.3,1.2,no
46,1704.81,34153.75,5,no,18,no,2533.6,1.5,yes
50,5078.72,1130.35,29,yes,5,no,2819.5,4.7,yes
51,2696.0,16352.07,18,no,17,no,3008.5,1.6,no
64,11828.84,13716.94,6,no,21,yes,518.9,3.8,yes
54,7181.48,6743.57,8,no,3,no,364.2,5.7,no
